avgmem-true,forecast
0.10409204962815281,0.0059136907
0.10377852898248227,0.0023829867
0.10161871446125453,-0.032539785
0.09896073777407595,-0.0060135247
0.0928500095997106,0.051686548
0.0875353374717702,0.030845413
0.07626714060715858,-0.031629235
0.06680116766925814,-0.025874253
0.05432817305942346,-0.0018440308
0.040567977060967056,0.063152045
0.027953328579686215,-0.06175948
0.013671517817884254,0.00034058373
0.0009074614522379944,-0.00080246944
-0.014236247557478435,-0.0065836413
-0.02953757899962519,0.028685564
-0.042543146572890295,0.0028819144
-0.05946830820161321,-0.017402017
-0.074171957092926,0.009107921
-0.08202657448426351,-0.04250415
-0.08584928209363579,0.06348255
-0.08029787524004342,-0.028709836
-0.07253720841053996,-0.036493506
-0.0653362086741421,-0.019007144
-0.055696506171161446,-0.027703717
-0.04410950981231037,-0.036991876
-0.03560579177405232,-0.035319407
-0.03275214634564021,-0.04040824
-0.03086330011565044,-0.03257355
-0.03147711138661575,-0.03258312
-0.03480106469806106,-0.03450345
-0.03832108629929772,-0.041606683
-0.04253532270053681,-0.039021168
-0.04732316453325079,-0.037981644
-0.047652436069961404,-0.035594072
-0.04489688417950195,-0.041397683
-0.041553644941990195,-0.036565598
-0.03781748096321178,-0.03652994
-0.03303177967735528,-0.029193137
-0.029743880555053,-0.03994851
-0.02810304529076852,-0.035739373
-0.028477559046821758,-0.035925534
-0.029929361189814832,-0.0396772
-0.03217828495493428,-0.03280561
-0.03380779281554933,-0.036345374
-0.03625763782798858,-0.040205143
-0.03907233600958954,-0.039183784
-0.0424882357824512,-0.036039885
-0.04498739978121725,-0.038523313
-0.045740156102363455,-0.038813017
-0.04763133669764755,-0.039227914
-0.049518054523366904,-0.022639245
-0.04784757348369155,-0.037623458
-0.043463708665046875,-0.03566682
-0.038195590935508124,-0.036306825
-0.035439184032328194,-0.0415798
-0.03445022031262691,-0.033398926
-0.033767516232381674,-0.025687126
-0.03187823408786996,-0.02930538
-0.029413850152437113,-0.036906656
-0.029301448478317237,-0.038020257
-0.025344603549843723,-0.02266646
-0.016613913800195217,-0.00916441
-0.011211765479818815,-0.046676435
-0.010075790047773913,-0.037361715
-0.015139096527816021,-0.027394256
-0.021403657209792124,-0.049191598
-0.02402884481236312,-0.021586012
-0.028577397501200492,-0.046196077
-0.035993909079608935,-0.0426146
-0.047327992239063185,-0.034428272
-0.05493988965817902,-0.035603773
-0.06329801622949983,-0.04881762
-0.07568759540141057,-0.058911204
-0.08825444340487905,-0.037178665
-0.09693886037953293,-0.007793002
-0.09812658362720943,-0.033344723
-0.09422115491421033,-0.05921702
-0.08554791785035003,-0.052110285
-0.07513810090843495,-0.01977518
-0.06271611626565941,-0.01913442
-0.05167170993604917,-0.029338203
-0.04131094101995583,-0.051304232
-0.03328017150554547,-0.023417015
-0.02658100205326534,-0.032691337
-0.022862078257428628,-0.04124202
-0.021853296753448513,-0.016490502
-0.023525092023454677,-0.03729106
-0.021829989862163234,-0.02953689
-0.02098706704909554,-0.0243571
-0.015982463668932797,-0.04289619
-0.012540881099092259,-0.0034552142
-0.009030124617196985,-0.04319796
-0.006944022016295581,-0.03493847
-0.005743711007781872,-0.02352684
-0.006053378500536456,-0.023000618
-0.006667308509373406,-0.032895066
-0.0024350187763250574,-0.0002701722
0.0019026928964124134,0.0036081027
0.001745405816247673,-0.0003216755
0.00043765030155265225,0.011132751
-0.0053023583968314705,0.005524605
-0.011250388172314097,0.0023812181
-0.014896487102247382,0.0029793466
-0.01799313917873755,0.00041381543
-0.01996104801006426,0.00025299288
-0.01712971380489489,-0.0024880918
-0.00785681053923917,0.00027456137
-0.0007276647599160803,0.0039806734
0.000849326487720718,0.00010699831
0.0036781756854806034,0.016318686
0.007192922114387335,-0.0015419356
0.013913839838819619,0.0058379336
0.017674528121625663,0.0054505076
0.019792561217253653,-0.002770634
0.020442286087639004,0.011300738
0.01807566738682072,-0.0011698776
0.014184941820964645,0.0005781676
0.008201007234031625,0.0028001564
-0.002661667284412947,0.009061862
-0.010918706400164666,0.0019860622
-0.017501017506658154,-0.06290004
-0.023763360008610863,-0.057833195
-0.03403475133665098,-0.07039745
-0.04189414004771035,-0.04793527
-0.05180326492889872,-0.048926987
-0.06251197777650508,-0.05126874
-0.07061645319082231,-0.06670764
-0.07917896536942606,-0.06992734
-0.08774132400946794,-0.06872099
-0.09008078184461199,-0.059851345
-0.08744841487110884,-0.07301201
-0.08157041697992559,-0.05551286
-0.07304349805896387,-0.07392731
-0.06529938620540998,-0.057549216
-0.059797147862843014,-0.048264325
-0.05586953917498333,-0.047189996
-0.05714147950873623,-0.061518706
-0.06067288434047598,-0.06373312
-0.06581847647646955,-0.06992545
-0.06785693428760686,-0.05239496
-0.06836899412596455,-0.058543555
-0.06586929038139647,-0.06530378
-0.06336966825780141,-0.058565594
-0.062393206773457555,-0.06860419
-0.062874064792827,-0.064039655
-0.06744462718205096,-0.050316997
-0.07273925538430755,-0.04073583
-0.07616420078419991,-0.046933785
-0.08064970485907656,-0.06338097
-0.07951989143833234,-0.057842847
-0.07605844525839121,-0.044713534
-0.06955260934422369,-0.04350428
-0.06511149372620291,-0.052326076
-0.05957535563901679,-0.060828954
-0.055268859689116656,-0.044934966
-0.05337654869878266,-0.04716823
-0.05113781107960765,-0.06269362
-0.049376051997804135,-0.051012017
-0.04922768942550547,-0.043284163
-0.04956144681198141,-0.042169087
-0.050282429361981754,-0.048455782
-0.049920243959448315,-0.052275613
-0.04913945259015039,-0.040372696
-0.04522621666210359,-0.048884578
-0.0404958297650165,-0.047437936
-0.0342489047028738,-0.04422857
-0.02522865594168005,-0.04488136
-0.012988144735534914,-0.04997189
0.0016573661489503277,0.04135224
0.015101586497084414,0.03306147
0.029047274063265408,0.06889115
0.044304881482666585,0.02195029
0.058643718331190815,0.04828757
0.07299087925845874,0.048471667
0.08291184470413052,0.034938477
0.08954152851989355,0.059272252
0.09399421985287178,0.07108632
0.0988121564836375,0.077246025
0.10016224279288223,0.03558986
0.09677580623280603,0.03888703
0.0871186960955145,0.079832956
0.07560558967809573,0.0756197
0.0633146194465536,0.028976638
0.054364950748976716,0.029694596
0.04492758054364037,0.055537604
0.03489367718993526,0.04331541
0.03190514889322783,0.066973865
0.030641539140154342,0.05838393
0.024487119660487392,0.019234676
0.01781834552295086,0.035804212
0.009603669145304692,0.03353356
-0.0010866738674868179,0.03836643
-0.008086762883644731,0.020473137
-0.010073738892852267,0.03359347
-0.010496847862188186,0.033392943
-0.006793712298709873,0.036168624
0.00484006398980977,0.015251456
0.013624811778242043,0.016482964
0.020304500244550588,0.05511737
0.028362825988636212,0.04497133
0.031731709583302535,0.022120222
0.02645543781416643,0.015465307
0.020207890864434246,0.03290145
0.013480042456072046,0.03057788
0.0053355749355656085,0.027873283
0.005194090147948193,0.0233438
0.009578046465166027,0.028564334
0.014318853969107696,0.025660297
0.024486372976232924,0.02477645
0.03861760710141288,0.044470783
0.04921226745093822,0.047559522
0.05642449371592444,0.026566222
0.06248498925625423,0.036808454
0.06565417409242634,0.027858678
0.06417636117482993,0.044146545
0.06147063533763561,0.051772602
0.05394834418200211,0.03827432
0.0458166311976475,0.05163373
0.03967369482713956,0.04583223
0.033916496481404636,0.06403256
0.028742573697255122,0.039303597
0.026797695902268614,0.04385496
0.02890206197393958,0.06357437
0.030004095931592624,0.055390038
0.025377566645356682,0.03641567
0.02093803241602362,0.03531273
0.018493841247871894,0.048610084
0.018575797162245066,0.054071914
0.022382979376100242,0.031823523
0.025652757848841433,0.033570714
0.029606402378082278,0.06397064
0.03550222236437777,0.059679966
0.042003027935425485,0.042645708
0.04777045019559396,0.0615538
0.05172069363579693,0.053161077
0.06025699760247345,0.05408509
0.06932414535449084,0.06103756
0.07897784646376659,0.047745045
0.08969314024538991,0.061227668
0.09540900623609601,0.06115582
0.0973690142851555,0.06832696
0.10000781991669065,0.06862037
0.10404519501954557,0.020991702
0.10680961817473553,0.08173191
0.1048708638125172,0.08643845
0.09966006068672834,0.07732536
0.08828509744873674,0.066171214
0.07348199475373628,0.04648365
0.05679951657593748,0.035031013
0.039776687247978816,0.06974015
0.025844584945520232,0.026846394
0.019713033598944246,0.058624126
0.02076653851294076,0.053235605
0.02549217699055972,0.042130075
0.0325646716078334,0.07421425
0.03893456370135118,0.06127717
0.0437356651496947,0.049619317
0.04721371682304372,0.07640933
0.04635228469837202,0.042064924
0.0436242268338305,0.08593901
0.07094352635100748,0.0592674
0.058676644806594784,0.040143393
0.0475043354188181,0.06543236
0.03794991908944345,0.072371624
0.03125945872134764,0.028160855
0.027628474553250407,0.04941751
0.023178801366118846,0.044518016
0.021952024302713542,0.065393
0.01884314118658062,0.03157519
0.018013778787624488,0.038092013
0.01736678309168336,0.062217645
0.016818060496551202,0.05725762
0.011334215335013997,0.028517598
0.00315478959599667,0.027684588
-0.0003202738243603205,0.046182524
0.0031525717190116756,0.053543665
0.007760083093758846,0.022433631
0.016729421330099182,0.025337325
0.026688878509852815,0.06383285
0.03589283824162841,0.06125911
0.04310771884970699,0.037130892
0.04947436949162175,0.06215513
0.052225182161093196,0.056611322
0.0596915412211511,0.053719327
0.0722795102607756,0.06289748
0.09103274538260114,0.04535695
0.10759939342306496,0.062747784
0.12322122908317515,0.06323762
0.13732024747777385,0.031024482
0.14421053009177306,0.021850508
0.14879935444286607,-0.017710894
0.15133906405327588,0.004218908
0.14970697412476258,0.08869901
0.14943294349260844,0.059099402
0.14128293159509184,-0.023756579
0.1310072364902671,-0.006068457
0.1139899769957707,0.025154464
0.09182840333827658,0.11465077
0.07212535980441351,-0.06347139
0.049705739715905604,0.015209751
0.026967924360706327,0.03383731
0.003591297698246421,0.0153187085
-0.01802288096675429,0.049717575
-0.035692757796819706,0.015367489
-0.05768275350355226,-0.0027805567
-0.07775367923212564,0.03715127
-0.08906870497814157,-0.028429378
-0.09456067908785531,0.106544316
-0.08861987399631721,-0.024082031
-0.08147148194147152,-0.030836802
